id,age,occ_title,occ_desc,occ_desig_fromscore,occ_desig,firm_name,firm_type,firm_back_fromscore,occ_oth_title,occ_oth_desc,occ_oth_comp,sector,INDUSTRYSECTOR,sal_a,qual_fromscore,qual_add,educ_fos,exp_fromscore,COMPANYBACKGROUND
1644,48,DIRECTOR INFORMATION TECHNOLOGY,GROUP CHIEF INFORMATION OFFICERRESPONSIBLE FOR GLOBAL IT STRATEGY AND OPERATION FOR THE EMERY GROUP OF COMPANIES,Technical Experts,DIRECTOR INFORMATION TECHNOLOGY / GROUP CHIEF INFORMATION OFFICER,EMERY OLEOCHEMICALS,Joint Venture,Mulnationals/GLC/MYS Strong Performers/ITAPS,COMPONENT LANDSCAPE MANAGER FOR UPSTREAM INTERNATIONAL  AND UPSTREAM AMERICAS,"SENIOR IT MANAGER FOR GLOBAL SAP/ERP SYSTEMS WITHIN SHELL GROUP OF COMPANIES FOCUSING ON UPSTREAM INTERNATIONAL AND UPSTREAM AMERICAS<br/><br/>ACCOUNTABLE FOR BUSINESS CRITICAL SAP/ERP SYSTEMS HOLDING THE ROLE OF COMPONENT LANDSACPE MANAGER<br/><br/>MANAGE THE GLOBAL SAP/ERP SOLUTION FOR THE SHELL UPSTREAM BUSINESSES. <br/>THE UPSTREAM GLOBAL SAP/ERP SYSTEM HAS OVER 26,000 USERS GLOBALLY FROM 26 OPERATING UNITS LOCATED IN EUROPE, NORTH AND SOUTH AMERICA, AFRICA, MIDDLE EAST, ASIA AND AUSTRALIA.<br/><br/>THE ROLE FOCUSES ON END TO END (E2E) LANDSCAPE CARE - MAXIMIZING AVAILABILITY, RELIABILITY AND PERFORMANCE. THE E2E SCOPE INCLUDES ALL LANDSCAPE COMPONENTS: INFRASTRUCTURE, APPLICATION, NETWORKING, INTERFACES AND THE WIDER CONNECTED-APPLICATION PORTFOLIO.<br/><br/>THE ROLE REQUIRES STRONG LEADERSHIP SKILLS TO STEER SHELL TECHNICAL AND FUNCTION STAFF/RESOURCES TOGETHER WITH OUTSOURCING PARTNERS I.E. T SYSTEMS, HP, SAP, IBM, ETC. TO COLLECTIVELY DELIVER A RELIABLE AND SUSTAINABLE SAP/ERP SOLUTION TO SHELL UPSTREAM GLOBALLY<br/><br/><br/> <br/><br/>",SHELL PHILIPPINES EXPLORATION B.V.,Palm Oil,ETP IDENTIFIED I.E. PALM OIL,4880.5,Bachelors including Engineering Degree,,ELECTRONICS AND COMMUNICATIONS ENGINEERING ,>15 years,MSP<br/><br/>PRODUCER OF OLEOCHEMICALS FROM NATURAL OILS AND FATS. IT\'S A 50:50 JV BETWEEN PTT CHEMICAL INTERNATIONAL & SIME DARBY PLANTATION. <br/><br/>REVENUE TABLED TO ROC 2014: RM2.8 BILLION<br/>PROFIT AFTER TAX: RM96.4 MILLION
1666,34,SENIOR CONSULTANT,"- ANALYZE AND RESOLVE CLIENTS?ÇÖ ISSUES WITHIN THE SPECIFIED SERVICE LEVEL AGREEMENT IN SAP LOGISTICS MODULES (MAINLY MATERIALS MANAGEMENT AND SALES & DISTRIBUTION, WITH SOME EXPOSURES TO PLANT MAINTENANCE AND PRODUCTION PLANNING)<br/>- ANALYZE AND IMPLEM",Middle Management,SENIOR CONSULTANT,AXON SOLUTIONS SDN BHD ,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,ICT,ICT,9079.041992,Bachelors including Engineering Degree,,INFORMATION SYSTEM AND ACCOUNTING,5-10 years,MNC<br/><br/>GLOBAL REVENUE US$ 3.7 billion (2011)
1676,37,CHIROPRACTOR,CHIROPRACTOR DEALING WITH THE TREATMENT AND REHABILITATION OF MUSCULOSKELETAL INJURIES AND AILMENTS,Technical Experts,CHIROPRACTOR,TONIK CHIROPRACTIC SDN BHD,Locally Owned,Other (SME),,,,Healthcare,ETP IDENTIFIED SECTOR: HEALTHCARE,18010.16602,Master,SPINECOR ACCREDITED SCOLIOSIS BRACING,CHIROPRACTIC,11-15 years,SME<br/><br/>TONIK CHIROPRACTIC SDN BHD PROVIDES CHIROPRACTIC AND HEALTHCARE SERVICES.<br/><br/>ITS FINANCIALS FOR THE F.Y.E. 30 JUNE 2012 WERE:-<br/>REVENUE: RM8.3 MILLION<br/>PROFIT BEFORE TAX: RM1.3 MILLION<br/>PROFIT AFTER TAX: RM1.2 MILLION<br/>TABLED TO SSM ON: 31 DEC 2012
1848,49,COMMISSIONING MANAGER IN RAILWAY SIGNALLING,RESPONSIBLE FOR MANAGING THE PLANNING AND IMPLEMENTATION OF THE TESTING AND COMMISSIONING OF RAILWAY SIGNALLING EQUIPMENT. TO VALIDATE AND VERIFY THE SAFETY OF THE SIGNALLING SYSTEM IN BOTH A FACTORY AND SITE ENVIRONMENT AND COMMISSION INTO SERVICE FOR RAILWAY OPERATIONS.<br/>IN MY PRESENT ROLE I AM RESPONSIBLE FOR THE DETAILED TESTING OF SAFETY CRITICAL INTERLOCKING DATA WHICH PROVIDES THE MOVEMENT AUTHORITY FOR SAFE TRAIN MOVEMENT AND OPERATIONS.,Technical Experts,COMMISSIONING ENGINEERING SPECIALIST,ANSALDO STS MALAYSIA SDN BDN,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Other,OTHERS: RAILWAYS,31769.41602,Diploma/Vocational/Certificates,"MIRSE-QUALIFIED MEMBER OF THE INSTITUTE OF RAILWAY SIGNALLING ENGINEERS NO-00051032<br/>IRSE LICENSE HELD AS PRINCIPLES TESTER<br/>IRSE LICENSE HELD AS TESTER IN CHARGE<br/>IRSE LICENSE HELD AS FUNCTION TESTER <br/>I HAVE CARRIED OUT EACH OF THESE ROLES IN UK, AUSTRALIA AND MALAYSIA CONSISTENTLY OVER THE PAST TWENTY YEARS",ELECTRICAL AND ELECTRONIC,>15 years,"MNC<br/><br/>ANSALDO STS MALAYSIA SDN BHD IS A SUBSIDIARY OF ANSALDO STS, A RAILWAY AND MASS TRANSIT PROVIDER, BASED IN GENOA, ITALY.<br/><br/>THE COMPANY IS INVOLVED IN THE IPOH TO PADANG BESAR RAILWAY DOUBLE TRACKING PROJECT.<br/><br/>ITS FINANCIALS (LOCAL) FOR 2012 WERE:-<br/>REVENUE: RM88.5 MILLION<br/>PROFIT BEFORE TAX: RM6.8 MILLION<br/>PROFIT AFTER TAX: RM5.1 MILLION<br/>TABLED TO SSM ON: 28 JUNE 2013"
1854,46,PROJECT DESIGN ENGINEER ,PROJECT DESIGN ENGINEER OF OVER HEAD ELECTRIFICATION EQUIPMENT FOR RAILWAYS,Technical Experts,PROJECT DESIGN ENGINEER ,BALFOUR BEATTY RAIL DESIGN INTERNATIONAL SDN BHD ,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Communication, Content & Infrastructure","ETP IDENTIFIED I.E. COMMUNICATION, CONTENT & INFRASTRUCTURE",18540.5,Diploma/Vocational/Certificates,,ELECTRICAL,>15 years,MNC & MSC STATUS<br/><br/>LISTED ON LONDON STOCK EXCHANGE
1964,36,HR ADVISOR,TO PROVIDE SPECIALIST KNOWLEDGE IN END-TO-END SAP PROJECT CYCLES INCLUDING THE CUT-OVER OR MIGRATION STRATEGY AND PLAN FOR HR PROJECTS AND SUPPORT,Technical Experts,HR ADVISOR<br/><br/>SAP BACKGROUND ,ADVENBIO SDN BHD,Locally Owned,Other (SME),,,,Business Services,ETP IDENTIFIED : BUSINESS SERVICES,15144.33301,Bachelors including Engineering Degree,"SAP HR CERTIFIED, GLOBAL SAP CONSULTANT EDUCATION PROGRAM, SAP AG",INDUSTRIAL ENGINEERING,11-15 years,"SME<br/><br/>REVENUE : RM 526,809<br/>PROFIT BEFORE TAX : RM 303,638<br/>PROFIT AFTER TAX : RM 242,038"
2068,39,VICE PRESIDENT - BUSINESS DEVELOPMENT (FUTURE WORKS),"?ÇóIMPROVE ASTRO?ÇÖS MARKET POSITION; ACHIEVE STRATEGIC DIRECTION AND FINANCIAL GROWTH THROUGH IDENTIFICATION AND IMPLEMENTATION OF NEW BUSINESS OPPORTUNITIES.<br/>?ÇóDEVELOP COMPELLING PRODUCT PROPOSITIONS AND CONDUCT MARKET SIZE ANALYSIS AND FINANCIAL MODELS AND DEVELOP BUSINESS CASE. MANAGE A STABLE OF PRODUCTS AND LEAD THE ONGOING DEVELOPMENT OF PRODUCT PROPOSITIONS TO SUPPORT INCREASED VALUE TO CUSTOMERS. GATHER AND ANALYZE FEEDBACK FROM SALES, MARKETING, OPERATIONS AND PARTNERS/PROSPECTS TO SET THE STRATEGIC VISION FOR DEVELOPMENT OF NEW PRODUCTS<br/>?ÇóTO LEAD FUTURE WORKS AS A DIVISIONAL FUNCTION WITHIN THE STRATEGY, PRODUCT AND TECHNOLOGY GROUP OF ASTRO THAT IS TASKED WITH THE END-TO-END EXECUTION OF INNOVATIVE AND DISRUPTIVE PRODUCTS AND BUSINESSES WITH A GOAL OF ADDING INCREMENTAL DIRECT AND INDIRECT VALUE TO ASTRO?ÇÖS BUSINESSES BOTH LOCALLY AND REGIONALLY.  <br/>?ÇóTO ENSURE THAT FUTURE WORKS IS CENTRAL RESOURCE FOR ?ÇÿDELIVERING INNOVATION?ÇÖ WITHIN ASTRO.  <br/>?ÇóTO ENSURE THAT INNOVATION ENDEAVORS ARE MANAGED AND EXECUTED IN A TIMELY MANNER APPLYING OPTIMUM RESOURCE AND EFFORT TO DELIVER VIABLE AND SUSTAINABLE BUSINESSES.<br/>?ÇóMANAGE A STABLE OF PRODUCTS AND LEAD THE ON-GOING DEVELOPMENT OF PRODUCT PROPOSITIONS TO SUPPORT INCREASED VALUE TO CUSTOMERS. GATHER AND ANALYSE FEEDBACK FROM SALES, MARKETING, OPERATIONS AND PARTNERS/PROSPECTS TO SET THE STRATEGIC VISION FOR DEVELOPMENT OF NEW PRODUCTS.<br/>",Technical Experts,VICE PRESIDENT - BUSINESS DEVELOPMENT ,MEASAT BROADCAST NETWORK SYSTEMS SDN BHD,Publicly Listed,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,ICT,ICT,50816.75,Diploma/Vocational/Certificates,"DIPLOMA IN NETWORKED COMPUTING, <br/><br/>DIPLOMA IN STUDIO ENGINEERING",MARKETING,>15 years,MSP
2102,40,CUSTOMER PROJECT / PROGRAMME MANAGER IV,"?ÇóDEVELOPS AND LEADS PROJECT PLANNING, BUDGETING, STAFFING, SCHEDULING, TRAINING, TRACKING,  MONITORING AND REPORTING ACTIVITIES IN A PROJECT / PROGRAM OFFICE ENVIRONMENT TO MEET THE GOALS AND PRIORITIES OF THE ORGANIZATION. <br/>?ÇóPROVIDE EXPERTISE AND CONSULTING TO PROJECT MANAGERS IN THE PROCESS OF PROJECT MANAGEMENT AND IN THE SOFTER SKILLS OF TEAM DYNAMICS, TEAM BUILDING AND GROUP MOTIVATION.<br/>?ÇóACHIEVES OPERATIONAL OBJECTIVES BY CONTRIBUTING INFORMATION AND RECOMMENDATIONS TO STRATEGIC PLANS AND REVIEWS, IMPLEMENTING PRODUCTION, PRODUCTIVITY, QUALITY, RESOLVING PROBLEMS, COMPLETING AUDITS AND IMPLEMENTING CHANGE<br/>?ÇóCREATES AND CONTROLS PROJECTS / PROGRAMS DOCUMENTATION INCLUDING THE WBS, THE PROJECT PLAN, THE REQUIREMENTS, RISK SCHEDULE AND CHANGE CONTROL.<br/>?ÇóACTS DECISIVELY IN CRITICAL SITUATIONS OR TO CIRCUMVENT A POTENTIAL PROBLEM. ANALYSES AND REPORTS PROJECT ECONOMICS INCLUDING COSTS, OPERATIONAL BUDGETS, STAFFING REQUIREMENTS, RESOURCES AND RISKS. USES KNOWLEDGE OF GENERAL FINANCIAL AND ACCOUNTING PRINCIPLES TO UNDERSTAND AND COMMUNICATE HOW DECISIONS AFFECT BOTTOM LINE FOR PROJECT.<br/>?ÇóPROVIDES LEADERSHIP, VISION AND DIRECTION SETTING FOR THE PROJECT TEAM. USES KNOWLEDGE OF MISSION AND CORE STRATEGY AS A BASIS TO DEVELOP SPECIFIC OBJECTIVES AND GOALS. PROMOTES A DIVERSE WORK ENVIRONMENT THROUGH EDUCATION, TRAINING, AND PROFESSIONAL DEVELOPMENT OPPORTUNITIES WITHIN THE ORGANIZATION. CREATES AN ENVIRONMENT THAT ENCOURAGES INNOVATION AND RISK TAKING.<br/>?ÇóREGULARLY MAKES DECISIONS AND TAKES INDEPENDENT ACTION ON MATTERS DIRECTLY AFFECTING STRATEGIC GOALS. GUIDES STAFF AND PROJECT MANAGERS IN LEARNING AND APPLYING USEFUL DECISION MAKING APPROACHES. PARTICIPATES IN STRATEGY DEVELOPMENT<br/>?ÇóUPDATES JOB KNOWLEDGE BY PARTICIPATING IN EDUCATIONAL OPPORTUNITIES, READING PROFESSIONAL PUBLICATIONS, MAINTAINING PERSONAL NETWORKS, PARTICIPATING IN PROFESSIONAL ORGANIZATIONS. CONTINUOUSLY IMPROVE PROJECT MANAGEMENT TOOL KITS AND METHODOLOGIES.<br/>?ÇóDEMONSTRATES SUPERIOR INTER-PERSONAL SKILLS, CONFLICT RESOLUTION AND NEGOTIATING SKILLS. ENSURES OPEN COMMUNICATION ACROSS PROJECT TEAMS. PROMOTES KNOWLEDGE OF TEAM?ÇÖS WORK TO GAIN SUPPORT FOR ONGOING AND FUTURE INITIATIVES.<br/>?ÇóACTIVELY PARTICIPATES IN CROSS-FUNCTIONAL GROUPS TO SOLVE PROBLEMS ACROSS PROJECTS. PROVIDES RESOURCES AND ORGANIZATIONAL STRUCTURE TO PROMOTE COLLABORATIVE INITIATIVES. FOSTERS AND MANAGES PRODUCTIVE RELATIONSHIPS WITH EXECUTIVE LEVEL SPONSORS.<br/>?ÇóWORKS CROSS-FUNCTIONALLY TO SOLVE PROBLEMS AND IMPLEMENT CHANGES. ANALYZES DECISIONS AND ACTIONS FOR THEIR SUPPORT OF THE LARGER AREA'S STRATEGIC DIRECTION. WORKS WITH SENIOR MANAGEMENT TO RESOLVE MORE COMPLEX PROBLEMS<br/>?ÇóHAVE KNOWLEDGE OF MORE THAN ONE PROFESSIONAL DISCIPLINE. OUTSTANDING RECORD OF PROJECT MANAGEMENT SUCCESS, BOTH IN RESULTS ACHIEVED AND IN USE OF PROFESSIONAL METHODOLOGY. PRO-ACTIVE IN DEVELOPING AND IMPLEMENTING STRATEGIES THAT SIGNIFICANTLY MITIGATE RISK. STRONG AND CURRENT AWARENESS OF EXTERNAL TRENDS AND BEST PRACTICES<br/>",Technical Experts,CUSTOMER PROJECT / PROGRAMME MANAGER IV,HEWLETT-PACKARD (M) SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,ICT,ICT,17502.66602,Bachelors including Engineering Degree,CERTIFIED PROJECT MANAGEMENT PROFESSIONAL (PMP)<br/>CERTIFIED ITILV3<br/>CERTIFIED RCW MEMBER<br/>CERFIFICATE COURSES COMPLETED IN INFORMATION TECHNOLOGY,MECHANICAL ENGINEERING,>15 years,MNC<br/><br/>HEWLETT-PACKARD (M) SDN BHD
2242,32,SENIOR PROCESS ENGINEER,"???CONCEPTUAL DESIGN, BASIC ENGINEERING DESIGN, FRONT END ENGINEERING DESIGN AND DETAILED ENGINEERING DESIGN OF ONSHORE AND OFFSHORE OIL & GAS PRODUCTION FACILITY, INCLUDING:<br/>???TECHNOLOGY EVALUATION AND SELECTION.<br/>???DEVELOPMENT OF BLOCK FLOW DIAGRAM (BFD), PROCESS FLOW DIAGRAM (PFDS), UTILITY FLOW DIAGRAM (UFDS) AND PIPING & INSTRUMENTATION DIAGRAM (P&IDS).<br/>???PROCESS SIMULATION OF OIL & GAS PRODUCTION FACILITY.<br/>???PIPELINE HYDRAULIC STUDY.<br/>???DESIGN OF PROCESS EQUIPMENT AND PROCESS LINE.<br/>???PREPARATION OF TECHNICAL AND COMMERCIAL BIDS AFTER ANALYZING CLIENT'S REQUEST FOR QUOTATION (RFQ) AND REVIEWING VENDOR QUOTATIONS.<br/>???FIRST HAND EXPOSURE ON PROCESS SOFTWARE SUCH AS HYSIS, PIPESIM, SAP, CRM, ETC.<br/>???SOUND KNOWLEDGE OF SPECIALIZED EQUIPMENTS LIKE FLOTATION UNITS, HYDRO-CYCLONES (SOL-LIQ & LIQ-LIQ), DUAL MEDIA FILTERS, SEA SCREEN COARSE FILTERS, PACESETTERS, FLOTATION UNITS, INDIRECT FIRED WATER BATH HEATERS, FILTER COALESCERS, DESALTER PACKAGE, GAS DEHYDRATION UNITS, FUEL GAS PACKAGES, ETC.<br/>???ABILITY TO WORK IN DIFFERENT PROJECTS WITH SKILLS IN COORDINATING WITH OTHER DEPARTMENTS.<br/>???THOROUGH WITH INTERNATIONAL CODES AND STANDARDS - API, DEP, KOC, PDO, ASME , MPDS",Technical Experts,SENIOR PROCESS ENGINEER,AKER SOLUTIONS MALAYSIA SDN BHD,Publicly Listed,Mulnationals/GLC/MYS Strong Performers/ITAPS,PROCESS / PROPOSAL ENGINEER,"òCONCEPTUAL DESIGN, BASIC ENGINEERING DESIGN, FRONT END ENGINEERING DESIGN AND DETAILED ENGINEERING DESIGN OF ONSHORE AND OFFSHORE OIL & GAS PRODUCTION FACILITY, INCLUDING:<br/>òTECHNOLOGY EVALUATION AND SELECTION.<br/>òDEVELOPMENT OF BLOCK FLOW DIAGRAM (BFD), PROCESS FLOW DIAGRAM (PFDS), UTILITY FLOW DIAGRAM (UFDS) AND PIPING & INSTRUMENTATION DIAGRAM (P&IDS).<br/>òPROCESS SIMULATION OF OIL & GAS PRODUCTION FACILITY.<br/>òPIPELINE HYDRAULIC STUDY.<br/>òDESIGN OF PROCESS EQUIPMENT AND PROCESS LINE.<br/>òPREPARATION OF TECHNICAL AND COMMERCIAL BIDS AFTER ANALYZING CLIENT'S REQUEST FOR QUOTATION (RFQ) AND REVIEWING VENDOR QUOTATIONS.<br/>òWORKING ON PROCESS SOFTWARE SUCH AS HYSIS, PIPESIM, ETC.<br/>òWORKING ON VARIOUS SPECIALIZED EQUIPMENTS LIKE FLOTATION UNITS, HYDRO-CYCLONES (SOL-LIQ & LIQ-LIQ), DUAL MEDIA FILTERS, SEA SCREEN COARSE FILTERS, PACESETTERS, FLOTATION UNITS, DESALTER PACKAGE, GAS DEHYDRATION UNITS, FUEL GAS PACKAGES, ETC.",PROSEP (ASIA PACIFIC) SDN BHD,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",23722.83398,Master,POST GRADUATE DIPLOMA IN MANAGEMENT STUDIES,CHEMICAL ENGINEERING,5-10 years,"MNC<br/>AKER SOLUTIONS IS A NORWEGIAN OIL SERVICES COMPANY THAT PROVIDES OILFIELD PRODUCTS, SYSTEMS & SERVICES. LISTED ON OSLO STOCK EXCHANGE.<br/><br/>REVENUE TABLED TO ROC 2014: RM866,729,000<br/>REVENUE BEFORE & AFTER TAX: RM31 MILLION"
2285,36,APPOINTED ACTUARY,VALUATION OF LIFE REINSURANCE LIABILITIES<br/>MARKETING THE SERVICES AND CAPABILITIES OF THE COMPANY TO REGIONAL CLIENTS,Technical Experts,REGIONAL ACTUARY,HANNOVER RUECK SE,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Financial Services,ETP IDENTIFIED SECTOR: FINANCIAL SERVICES,33087.25,Master,"FELLOW OF INSTITUTE OF ACTUARIES (UK)<br/>BACHELOR OF BUSINESS, ACTUARIAL SCIENCE",FINANCIAL ENGINEERING,11-15 years,MNC<br/><br/>HANNOVER RUECK SE OFFERS REINSURANCE SERVICES TO INSURANCE COMPANIES. IT IS ONE OF THE LARGEST REINSURANCE COMPANIES IN THE WORLD.<br/><br/>NO FINANCIALS WERE REPORTED TO SSM.<br/>
2325,33,SYSTEM NETWORK ENGINEER,"SOLUTION ARCHITECT MANAGER, LAFARGE ASIA SDN BHD, PETALING JAYA(AUG 2013 TO TILL DATE)MANAGES A TEAM OF DIRECT REPORTS WHO DRIVE SERVICE LINES IN THE SOLUTION AREA.ASSISTS STAFFING COORDINATORS WHO DEFINE PROJECT TEAM REQUIREMENTS FOR PROJECTS IN SOLUTION AREA.WORK WITH DELIVERY SERVICES DIRECTOR TO DEFINE OVERALL RECRUITING NEEDS AND EXPERTISE IN SOLUTION AREA.WORK WITH DIRECTOR OF DELIVERY SERVICES TO ESTABLISH PROFESSIONAL DEVELOPMENT NEEDS FOR PRACTITIONERS IN SOLUTION AREA.MENTOR AND GUIDE MORE JUNIOR TECHNICAL RESOURCES.PROVIDE ARCHITECT AND DESIGN OF  IT ASIA SYSTEMS TO SUPPORT IT ASIA SERVICES OFFERING TO BUSINESS UNITS.DESIGN AND SUPPORT NEW PROJECT IMPLEMENTATION AND UPGRADES.IMPLEMENTATION AND ENFORCEMENT OF SECURITY STANDARD AND CHECK TO ENSURE THAT IT ASIASYSTEMS IN IT  ASIA DATA CENTERS ARE SECURED.PROVIDE DESIGN SUPPORT IN NEW PROJECT TO IT ASIA APPLICATION, NETWORK AND OPERATION TEAM.ASSIST AND SUPPORT THE APPLICATION, INFRASTRUCTURE,  SYSTEM AND OPERATION TO ACHIEVE HIGHER CSI BY IMPLEMENTING PROACTIVE AND EFFICIENT SYSTEM TOGETHER WITH THE PROCESS/PROCEDURE PUT IN PLACE TO RESOLVE ANY ISSUE DISCOVERED.CREATIVE AND INNOVATIVE THINKING ON THE APPLICATION OF NEW SOFTWARE FEATURES OR TECHNOLOGY.STRUCTURED APPROACH TO TESTING AND DEVELOPMENT, DESIGN AND IMPLEMENTATION OF OPERATIONAL PRACTICES AND STANDARDS.SHARING OF KNOWLEDGE AND EXPERTISE WITH OTHER IT PERSONNEL IN THE SAME FIELD.",Technical Experts,NETWORK ENGINEER,LAFARGE ASIA SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Business Services,ETP IDENTIFIED: BUSINESS SERVICES,,Bachelors including Engineering Degree,JUNIPER NETWORKS CERTIFIED INTERNET ASSOCIATE<br/>CISCO CERTIFIED NETWORK ASSOCIATE<br/>MICROSOFT CERTIFIED SYSTEMS ADMINISTRATOR<br/>MICROSOFT CERTIFIED SYSTEMS ENGINEER<br/>MICROSOFT CERTIFIED DATABASE ADMINISTRATOR<br/>MICROSOFT CERTIFIED TECHNOLOGY SPECIALIST,COMPUTER APPLICATION,5-10 years,MDN<br/>REVENUE TABLED TO ROC ON 31-12-2011: RM14MILL<br/>GLOBAL REVENUE : AUD8.9 BILL<br/>(SOURCE: http://en.wikipedia.org/wiki/BlueScope_Steel)
2405,35,MANUFACTURING DIRECTOR,IN CHARGE OF: PURCHASING / WAREHOUSE / QUALITY / PRODUCTION / LOGISTIC<br/>OF FILLING AND CAPPING MACHINES.<br/>THE EQUIPMENT IS CUSTOM MADE TO FIT THE CUSTOMER'S REQUIREMENTS. THE EQUIPMENT IS MADE UP TO INTERNATIONAL STANDARDS.<br/>MACHINES ARE MADE IN MALAYSIA AND EXPORTED TO MANY ASIAN COUNTRIES (CHINA / INDIA / THAILAND / INDONESIA / AUSTRALIA / ...),Technical Experts,MANUFACTURING DIRECTOR,SERAC ASIA SDN.BHD.,Foreign Owned,"LLC, LFC, Private IHLs, NGO",,,,Wholesale & Retail,ETP IDENTIFIED SECTOR: WHOLESALE AND RETAIL,16366.66699,Master,,PRODUCTION SYSTEMS,11-15 years,LARGE FOREIGN COMPANY<br/><br/>SERAC ASIA SDN BHD IS A SUBSIDIARY OF THE SERAC GROUP (FRANCE). <br/><br/>THEY SPECIALISE IN PACKAGING SOLUTIONS FOR VARIOUS INDUSTRIES.<br/><br/>SERAC ASIA\'S FINANCIALS FOR THE F.Y.E. 31 MARCH 2013 WERE:-<br/>REVENUE: RM44.3 MILLION<br/>(LOSS) AFTER TAX: (RM577.9K)<br/>TABLED TO SSM ON: 30 SEP 2013<br/><br/><br/><br/>
2423,39,SAP PM/MM SENIOR CONSULTANT,"IMPLEMENTATION/UPGRADE/ROLL OUT OF SAP PLANT MAINTENANCE (PM) MODULE INCLUDING POST IMPLEMENTATION SUPPORT IN VARIOUS BASF COMPANIES IN ASIA, ASIA-PACIFIC AND SOUTH ASIA REGION. <br/>MIGRATION FROM BASF ASIA PACIFIC COSMOS SERVER TO BASF GLOBAL EUROPE COBALT SERVER. <br/>SAP PM PROCESS DESIGN AND MATCH WITH THE EXISTING PROCESSES, FIT GAP ANALYSIS, MASTER DATA MIGRATION, VALIDATION, UPLOAD, QUALITY CHECK.<br/>PREPARING TEST CASES/SCENARIOS/STEPS AND PERFORM ALL RELATED TESTS (E.G. INTEGRATION TEST, USER ACCEPTANCE TEST).<br/>PREPARING FUNCTIONAL SPECIFICATION FOR NEW CHANGE REQUEST AND DEVELOPMENT.<br/>PROVIDE SAP PM TRAINING WITH HANDS ON TO KEY USERS, END USERS.<br/>  <br/> ",Technical Experts,SAP PM Consultant,TECHSAP ASP SDN BHD,Locally Owned,Other (SME),,,,ICT,ETP Identified sector: ICT,,Diploma/Vocational/Certificates,"SOLUTION CONSULTANT, SAP PLM - PLANT MAINTENANCE & REPAIR.<br/>CERTIFICATION ID: 0005093843<br/>CERTIFIED ON: MAY 27, 2008<br/>SAP GLOBAL CERTIFICAION BY SAP AG, WALLDORF, GERMANY.",ELECTRICAL,11-15 years,"Company paid-up of RM500,005.00."
2538,64,MANAGER (ENERGY & WATER MANAGEMENT),"HEAD OF ENERGY & WATER GOVERNANCE FOR PETRONAS GROUP, TO SUSTAIN AND OPTIMISE ENERGY AND WATER USAGE",Technical Experts,MANAGER (ENERGY & WATER MANAGEMENT),PETROLIAM NASIONAL BERHAD ( PETRONAS ),Government Sector,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",13500,Bachelors including Engineering Degree,CHARTERED ENGINEER ( CENG) MEMBER OF THE INSTITUTION OF ELECTRCAIL ENGINEERS,ELECTRICAL,>15 years,GLC<br/><br/>PETROLIAM NASIONAL BERHAD (PETRONAS)
2589,47,GENERAL MANAGER,-TO DEVELOP TRAINING PROGRAMS  IN INTERCULTURAL MANAGEMENT FOR CORPORATE CLIENTS AND EDUCATION INSTITUTIONS<br/>-TO DEVELOP CULTURAL COMPETENCE AND MULTICULTURAL PROGRAMS FOR PROFESSIONAL DEVELOPMENT OF TEACHERS<br/>-TO INITIATE RESEARCH IN MULTICULTURAL ,Top Management (CEO/CFO/COO),GENERAL MANAGER,CULTURAL IMPACT SDN BHD,Foreign Owned,Other (SME),,,,Business Services,ETP IDENTIFIED BUSINESS SERVICES,5000,Diploma/Vocational/Certificates,INTERCULTURAL READINESS CHECK CERTIFIED TRAINER,BUSINESS ADMINISTRATION AND FINANCE (DESCAF),>15 years,"SME<br/>REVENUE: RM3,000.00<br/>DATE OF TABLING: 15-04-2011"
